"","X","type","Paying","date","amount","purpose_scrubbed","Paid","purpose","property","city","state","year","month","latlong.x","latlong.y"
"760",760,"FEC","Republican Party of Virginia Inc","2018-01-11",98.83,"Other","Trump Golf Club D.C.","Service charges","Trump National Golf Club DC","Potomac Falls","VA",2018,NA,NA,"39.052459:-77.347594"
"761",761,"FEC","Stewart for Senate Inc","2018-01-11",38.6,"Food","Trump Hotel D.C.","MEETING EXPENSE - MEALS","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"762",762,"FEC","America First Action, Inc.","2018-01-16",57201.28,"Events","Trump Hotel D.C.","EVENT EXPENSE: FACILITY RENTAL AND CATERING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"763",763,"FEC","America First Action, Inc.","2018-01-16",196.56,"Food","Trump Hotel D.C.","REIMBURSEMENT [SB21B.18570]: TRAVEL: MEALS","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"764",764,"FEC","America First Action, Inc.","2018-01-16",789.82,"Lodging","Trump Hotel D.C.","REIMBURSEMENT [SB21B.18570]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"765",765,"FEC","Great America Committee","2018-01-17",23675,"Events","Trump Hotel D.C.","FACILITY RENTAL/FOOD AND BEVERAGE","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"766",766,"FEC","Gibbons for Ohio","2018-01-18",714.9,"Events","BLT Prime D.C","AMEX PMT (SB 17.6797): CATERING SERVICES","BLT PRIME","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"767",767,"FEC","Republican National Committee","2018-01-18",197,"Events","Trump Hotel D.C.","CATERING/FOOD AND BEVERAGES","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"768",768,"FEC","Republican National Committee","2018-01-18",696.64,"Travel","Trump Hotel D.C.","TRAVEL EXPENSES","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"769",769,"FEC","Duncan D. Hunter for Congress","2018-01-19",631.9,"Food","Trump Hotel D.C.","FOOD/BEVERAGES","TRUMP INTERNATIONAL HOTEL RESTAURANT","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"770",770,"FEC","Republican National Committee","2018-01-19",62774.23,"Events","Mar-a-Lago Club LLC","VENUE RENTAL AND CATERING","MAR-A-LAGO CLUB LLC","Palm Beach","FL",2018,NA,NA,"26.676821:-80.037979"
"771",771,"FEC","Republican National Committee","2018-01-24",1278.13,"Travel","Trump Hotel NY","TRAVEL EXPENSES","TRUMP HOTELS","New York","NY",2018,NA,NA,"40.769112:-73.981621"
"772",772,"FEC","Mr. Southern Missourian in the House PAC","2018-01-26",785,"Events","BLT Prime D.C","PAC Catering","BLT Prime","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"773",773,"FEC","Robert Aderholt for Congress","2018-01-26",358.1,"Events","BLT Prime D.C","event food and beverage","BLT Prime","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"774",774,"FEC","Vote To Elect Republicans Now PAC (Vern Pac)","2018-01-26",1000,"Other","Other","political contribution","Trump Manatee","Bradenton","FL",2018,NA,NA,"40.762459:-73.973869"
"775",775,"FEC","America First Action, Inc.","2018-01-27",940.24,"Lodging","Trump Hotel Las Vegas","WALSH REIMBURSEMENT [SB21B.15929]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL LAS VEGAS","Las Vegas","NV",2018,NA,NA,"36.127804:-115.167915"
"776",776,"FEC","America First Action, Inc.","2018-01-29",1850,"Events","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.15922]: EVENT EXPENSE: FACILITY RENTAL/CATERING SERVICES","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"777",777,"FEC","America First Action, Inc.","2018-01-29",400.4,"Events","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.15922]: EVENT EXPENSE: FACILITY RENTAL/CATERING SERVICES","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"778",778,"FEC","America First Action, Inc.","2018-01-29",47.4,"Food","Benjamin Bar & Lounge D.C","1ST BANKCARD PMT [SB21B.15922]: FUNDRAISING EXPENSE","BENJAMIN BAR AND LOUNGE","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"779",779,"FEC","America First Action, Inc.","2018-01-29",249,"Food","Benjamin Bar & Lounge D.C","AHEARN REIMBURSEMENT [SB21B.15935]: FUNDRAISING EXPENSE","BENJAMIN BAR AND LOUNGE","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"780",780,"FEC","America First Action, Inc.","2018-01-29",343.25,"Lodging","Trump Hotel D.C.","REIMBURSEMENT [SB21B.18570]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"781",781,"FEC","Collins for Congress","2018-01-29",401,"Food","BLT Prime D.C","Campaign dinner","Blt Prime","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"782",782,"FEC","America First Action, Inc.","2018-01-30",41.96,"Food","Trump Hotel D.C.","REIMBURSEMENT [SB21B.18570]: TRAVEL: MEALS","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"783",783,"FEC","Bill Shuster for Congress","2018-01-31",3112.2,"Events","Trump Hotel D.C.","EVENT CATERING","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"784",784,"FEC","Bergmann for Congress 2018","2018-02-01",305.1,"Food","Trump Hotel D.C.","Food & Beverage","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"785",785,"FEC","Greg Pence for Congress","2018-02-01",2267.67,"Lodging","Trump Hotel D.C.","Lodging Expense","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"786",786,"FEC","Indiana Republican State Committee, Inc.","2018-02-01",831.15,"Lodging","Trump Hotel D.C.","Lodging Expense","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"787",787,"FEC","Stewart for Senate Inc","2018-02-01",67.8,"Food","Trump Hotel D.C.","MEETING EXPENSE-MEALS","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"788",788,"FEC","Conservative Roundtable","2018-02-02",133.65,"Food","BLT Prime D.C","PAC Food/Beverage","BLT Prime","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"789",789,"FEC","Conservative Roundtable","2018-02-02",289.3,"Food","BLT Prime D.C","PAC Food/Beverage","BLT Prime","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"790",790,"FEC","Greg Pence for Congress","2018-02-02",649.95,"Lodging","Trump Hotel D.C.","Lodging Expense","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"791",791,"FEC","The Committee To Defend the President","2018-02-02",686.5,"Lodging","Trump Hotel D.C.","CAREY ACCT: LODGING","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"792",792,"FEC","Citizens for Turner","2018-02-05",211.1,"Food","Trump Hotel D.C.","Meeting Food and Beverage","Trump International Hotel DC","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"793",793,"FEC","Roger Williams for U S Congress Committee","2018-02-05",2934.54,"Food","BLT Prime D.C","Food/Beverage","BLT Prime","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"794",794,"FEC","Republican National Committee","2018-02-07",72,"Events","Trump Hotel NY","CATERING/FOOD AND BEVERAGES","TRUMP HOTELS","New York","NY",2018,NA,NA,"40.769112:-73.981621"
"795",795,"FEC","Republican National Committee","2018-02-07",606.4,"Travel","Trump Hotel NY","TRAVEL EXPENSES","TRUMP HOTELS","New York","NY",2018,NA,NA,"40.769112:-73.981621"
"796",796,"FEC","NRCC","2018-02-08",315.9,"Food","Eric Trump Wine Manufacturing, LLC","FOOD/BEVERAGE","TRUMP WINERY","Charlottesville","VA",2018,NA,NA,"38.131347:-78.500322"
"797",797,"FEC","NRCC","2018-02-08",1211.1,"Travel","Trump Hotel D.C.","TRAVEL","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"798",798,"FEC","NRSC","2018-02-08",33,"Food","Trump Hotel D.C.","FOOD/BEVERAGE","TRUMP HOTEL","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"799",799,"FEC","Brady for Congress","2018-02-09",498.6,"Food","BLT Prime D.C","Meetings and meals","BLT PRIME TRUMP DC","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"800",800,"FEC","NRSC","2018-02-12",8733.99,"Food","Trump Hotel D.C.","FOOD/BEVERAGE","TRUMP INTERNATONAL HOTEL","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"801",801,"FEC","Republican National Committee","2018-02-14",117155.17,"Events","Trump Golf Club Miami","VENUE RENTAL AND CATERING","TRUMP NATIONAL DORAL MIAMI","Miami","FL",2018,NA,NA,"25.818840:-80.343826"
"802",802,"FEC","Republican National Committee","2018-02-14",65395.92,"Events","Trump Hotel D.C.","VENUE RENTAL AND CATERING","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"803",803,"FEC","Stewart for Senate Inc","2018-02-15",126.7,"Food","Trump Hotel D.C.","MEETING EXPENSE - MEALS","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"804",804,"FEC","Protect the House","2018-02-21",3792.35,"Events","Mar-a-Lago Club LLC","Catering","Mar-A-Lago","Palm Beach","FL",2018,NA,NA,"26.676821:-80.037979"
"805",805,"FEC","Omar Navarro for Congress","2018-02-26",55,"Travel","Trump Hotel Las Vegas","Travel","Trump Hotel","Las Vegas","NV",2018,NA,NA,"36.127804:-115.167915"
"806",806,"FEC","Protect the House","2018-02-26",507.53,"Events","Mar-a-Lago Club LLC","Catering","Mar-A-Lago","Palm Beach","FL",2018,NA,NA,"26.676821:-80.037979"
"807",807,"FEC","Stewart for Senate Inc","2018-02-26",224,"Food","Trump Hotel D.C.","MEETING EXPENSE - MEALS","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"808",808,"FEC","Republican National Committee","2018-02-28",87866.37,"Events","Trump Golf Club Miami","VENUE RENTAL AND CATERING","TRUMP NATIONAL DORAL MIAMI","Miami","FL",2018,NA,NA,"25.818840:-80.343826"
"809",809,"FEC","Great America Committee","2018-03-01",93252.41,"Events","Trump Hotel D.C.","FACILITY RENTAL/FOOD & BEVERAGE","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"810",810,"FEC","Indiana Republican State Committee, Inc.","2018-03-01",57.4,"Food","Trump Hotel D.C.","Meals Expense","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"811",811,"FEC","Republican National Committee","2018-03-09",2073.33,"Events","Mar-a-Lago Club LLC","VENUE RENTAL AND CATERING","MAR-A-LAGO CLUB LLC","Palm Beach","FL",2018,NA,NA,"26.676821:-80.037979"
"812",812,"FEC","Republican National Committee","2018-03-09",120.1,"Events","Trump Hotel D.C.","CATERING/FOOD AND BEVERAGES","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"813",813,"FEC","Republican National Committee","2018-03-09",713.07,"Travel","Mar-a-Lago Club LLC","TRAVEL EXPENSES","MAR-A-LAGO CLUB LLC","Palm Beach","FL",2018,NA,NA,"26.676821:-80.037979"
"814",814,"FEC","Stewart for Senate Inc","2018-03-09",85.12,"Food","Trump Hotel D.C.","MEETING EXPENSE - MEALS","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"815",815,"FEC","Stewart for Senate Inc","2018-03-15",43.2,"Food","Trump Hotel D.C.","MEETING EXPENSE-MEALS","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"816",816,"FEC","Jet PAC","2018-03-16",708.5,"Events","BLT Prime D.C","PAC EVENT CATERING","BLT PRIME","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"817",817,"FEC","NRSC","2018-03-18",85.4,"Food","BLT Prime D.C","FOOD/BEVERAGE","BLT PRIME","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"818",818,"FEC","Kansas Leadership PAC","2018-03-21",1113.4,"Food","Trump Hotel Chicago","FOOD/BEVERAGE","Trump International Hotel","Chicago","IL",2018,NA,NA,"41.889019:-87.626549"
"819",819,"FEC","Republican National Committee","2018-03-21",29288.79,"Events","Trump Golf Club Miami","VENUE RENTAL AND CATERING","TRUMP NATIONAL DORAL MIAMI","Miami","FL",2018,NA,NA,"25.818840:-80.343826"
"820",820,"FEC","Kansas Leadership PAC","2018-03-26",1102,"Food","Trump Hotel Chicago","FOOD/BEVERAGE","Trump International Hotel","Chicago","IL",2018,NA,NA,"41.889019:-87.626549"
"821",821,"FEC","Greg Pence for Congress","2018-03-28",7282.48,"Events","Trump Hotel D.C.","Fundraising Event","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"822",822,"FEC","Republican National Committee","2018-03-28",222071.28,"Events","Mar-a-Lago Club LLC","VENUE RENTAL AND CATERING","MAR-A-LAGO CLUB LLC","Palm Beach","FL",2018,NA,NA,"26.676821:-80.037979"
"823",823,"FEC","Republican National Committee","2018-04-03",4517.76,"Events","Trump Hotel D.C.","VENUE RENTAL AND CATERING","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"824",824,"FEC","Alabama Republican Party","2018-04-09",854.28,"Lodging","Trump Golf Club Miami","DRUMMOND REIMBURSEMENT:TRAVEL:LODGING","TRUMP NATIONAL DORAL MIAMI","Doral","FL",2018,NA,NA,"25.818840:-80.343826"
"825",825,"FEC","America First Action, Inc.","2018-04-11",4300,"Events","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.18545]: EVENT EXPENSE: FACILITY RENTAL","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"826",826,"FEC","Republican National Committee","2018-04-11",8261.1,"Events","Trump Hotel D.C.","CATERING/FOOD AND BEVERAGES","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"827",827,"FEC","Greg Pence for Congress","2018-04-13",1648,"Lodging","Trump Hotel D.C.","Lodging Expense","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"828",828,"FEC","America First Action, Inc.","2018-04-16",3193.23,"Events","Mar-a-Lago Club LLC","EVENT EXPENSE: FACILITY RENTAL/CATERING","THE MAR-A-LAGO CLUB","Palm Beach","FL",2018,NA,NA,"26.676821:-80.037979"
"829",829,"FEC","Nevada Republican Central Committee","2018-04-16",854.28,"Lodging","Trump Golf Club Miami","Lodging/Hotel/Bailor","Trump Doral Miami","Doral","FL",2018,NA,NA,"25.818840:-80.343826"
"830",830,"FEC","America First Action, Inc.","2018-04-17",30250,"Events","Trump Hotel D.C.","EVENT EXPENSE: FACILITY RENTAL AND CATERING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"831",831,"FEC","Republican National Committee","2018-04-18",405.38,"Travel","Trump Golf Club Miami","TRAVEL EXPENSES","TRUMP NATIONAL DORAL","Miami","FL",2018,NA,NA,"25.818840:-80.343826"
"832",832,"FEC","America First Action, Inc.","2018-04-26",817.15,"Lodging","Trump Hotel NY","1ST BANKCARD PMT [SB21B.19724]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL AND TOWER NEW YORK","New York","NY",2018,NA,NA,"40.769112:-73.981621"
"833",833,"FEC","America First Action, Inc.","2018-04-26",396.06,"Lodging","Trump Hotel NY","1ST BANKCARD PMT [SB21B.19724]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL AND TOWER NEW YORK","New York","NY",2018,NA,NA,"40.769112:-73.981621"
"834",834,"FEC","America First Action, Inc.","2018-04-30",175.27,"Food","BLT Prime D.C","1ST BANKCARD PMT [SB21B.19723]: MEETING EXPENSE","BLT PRIME","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"835",835,"FEC","Republican Party of Kentucky","2018-04-30",686.5,"Lodging","Trump Hotel D.C.","Lodging (Pd By KS0430)","Trump International Hotel","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"836",836,"FEC","America First Action, Inc.","2018-05-01",1635.1,"Food","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.19724]: TRAVEL: LODGING AND MEALS","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"837",837,"FEC","America First Action, Inc.","2018-05-02",247.9,"Lodging","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.19725]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"838",838,"FEC","America First Action, Inc.","2018-05-03",792.12,"Lodging","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.19724]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"839",839,"FEC","America First Action, Inc.","2018-05-03",806.5,"Lodging","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.19725]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"840",840,"FEC","America First Action, Inc.","2018-05-03",138.42,"Lodging","Trump Hotel D.C.","1ST BANKCARD PMT [SB21B.19725]: TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"841",841,"FEC","America First Action, Inc.","2018-05-08",21835.63,"Events","Trump Hotel D.C.","EVENT EXPENSE: FACILITY RENTAL AND CATERING","TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.","Washington","DC",2018,NA,NA,"38.894508:-77.027603"
"842",842,"government","Department of Commerce","2017-01-15",10,"Other","Other","Automobile Parking Lots","Trump International","Miami","FL",2017,NA,NA,"40.762459:-73.973869"
"843",843,"government","Department of Defense","2017-01-20",48.18,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"844",844,"government","Department of Defense","2017-01-21",43.53,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"845",845,"government","Department of Defense","2017-01-22",11.09,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"846",846,"government","Department of Defense","2017-01-22",17.98,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"847",847,"government","Department of Commerce","2017-01-22",84,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging ","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"848",848,"government","Department of Defense","2017-01-24",83.25,"Other","Trump Hotel Honolulu","Financial Institution","Trump International Hotel Waikiki","Honolulu","HI",2017,NA,NA,"21.306944:-157.858337"
"849",849,"government","Department of State",NA,7724.72,"Other","Trump Golf Resort Scotland","N/A","Trump Turnberry","Turnberry","Scotland",NA,NA,NA,"57.246473:-2.057142"
"850",850,"government","Department of Defense","2017-01-25",158,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"851",851,"government","Department of Defense","2017-01-25",158,"Lodging","Trump Hotel Panama","Hotels-Lodging","Trump International Hotel & Tower Panama","Panama City","Panama",2017,NA,NA,"8.982379:-79.519867"
"852",852,"government","Department of Defense","2017-01-25",100.9,"Food","Trump Hotel D.C.","Restaurant","Trump International Hotel Washington D.C.","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"853",853,"government","Department of Defense","2017-01-25",126.08,"Lodging","Trump Hotel Las Vegas","Hotels-Lodging","Trump International Hotel Las Vegas","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"854",854,"government","Department of Defense","2017-01-25",9.01,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"855",855,"government","Department of Defense","2017-01-27",14.2,"Food","Trump Hotel NY","Restaurant","Trump Tower Hotel New York","New York","NY",2017,NA,NA,"40.769112:-73.981621"
